892		294		11.80150267
9.93E+00	3.05E+02	1.18E+01	-3.27E+00	1.45E+00
3.12E+01	3.04E+02	1.11E+01	-5.42E+00	2.32E+00
9.48E+01	3.04E+02	1.10E+01	-6.15E+00	2.76E+00
1.93E+02	3.04E+02	1.09E+01	-6.49E+00	3.03E+00
3.13E+02	3.04E+02	1.09E+01	-6.65E+00	3.23E+00
4.48E+02	3.04E+02	1.09E+01	-6.72E+00	3.40E+00
5.99E+02	3.04E+02	1.08E+01	-6.73E+00	3.62E+00
7.67E+02	3.04E+02	1.07E+01	-6.37E+00	4.58E+00
9.53E+02	3.05E+02	9.95E+00	-4.99E+00	6.35E+00
1.16E+03	3.05E+02	9.30E+00	-4.39E+00	6.73E+00
1.37E+03	3.06E+02	8.63E+00	-3.58E+00	7.02E+00
1.61E+03	3.06E+02	7.54E+00	-2.56E+00	6.83E+00
1.85E+03	3.08E+02	5.59E+00	-1.46E+00	5.03E+00
2.11E+03	3.09E+02	4.08E+00	-2.31E-03	4.13E+00
2.38E+03	3.09E+02	4.72E+00	2.85E+00	4.05E+00
2.66E+03	3.10E+02	5.03E+00	6.50E+00	5.39E+00
2.95E+03	3.10E+02	4.71E+00	9.67E+00	7.79E+00
3.25E+03	3.11E+02	4.43E+00	1.16E+01	9.69E+00
3.56E+03	3.12E+02	3.50E+00	1.32E+01	1.08E+01
3.88E+03	3.14E+02	2.46E+00	1.44E+01	1.16E+01
4.21E+03	3.16E+02	1.92E+00	1.50E+01	1.24E+01
4.55E+03	3.17E+02	1.71E+00	1.56E+01	1.33E+01
4.90E+03	3.19E+02	1.52E+00	1.62E+01	1.40E+01
5.26E+03	3.20E+02	1.34E+00	1.70E+01	1.45E+01
5.63E+03	3.22E+02	1.23E+00	1.80E+01	1.46E+01
6.01E+03	3.23E+02	1.14E+00	1.90E+01	1.41E+01
6.39E+03	3.25E+02	9.79E-01	2.00E+01	1.36E+01
6.78E+03	3.26E+02	7.68E-01	2.10E+01	1.34E+01
7.18E+03	3.27E+02	5.59E-01	2.22E+01	1.35E+01
7.58E+03	3.28E+02	3.95E-01	2.37E+01	1.34E+01
7.99E+03	3.29E+02	2.79E-01	2.52E+01	1.31E+01
8.40E+03	3.30E+02	1.98E-01	2.65E+01	1.24E+01
8.81E+03	3.31E+02	1.46E-01	2.77E+01	1.15E+01
9.22E+03	3.31E+02	1.23E-01	2.88E+01	1.02E+01
9.63E+03	3.32E+02	9.82E-02	2.97E+01	8.81E+00
1.00E+04	3.33E+02	7.11E-02	3.02E+01	7.83E+00
1.05E+04	3.35E+02	5.43E-02	3.01E+01	8.14E+00
1.09E+04	3.37E+02	4.50E-02	2.92E+01	1.01E+01
1.13E+04	3.43E+02	3.27E-02	2.71E+01	1.24E+01
1.17E+04	3.52E+02	1.57E-02	2.43E+01	1.26E+01
1.21E+04	3.64E+02	3.94E-03	2.17E+01	1.12E+01
1.25E+04	3.74E+02	1.34E-04	1.99E+01	9.59E+00
1.29E+04	3.81E+02	8.85E-05	1.85E+01	8.29E+00
1.34E+04	3.87E+02	7.40E-04	1.68E+01	6.83E+00
1.38E+04	3.94E+02	1.36E-03	1.41E+01	4.92E+00
1.42E+04	4.00E+02	1.69E-03	1.13E+01	4.75E+00
1.47E+04	4.05E+02	2.01E-03	1.09E+01	7.05E+00
1.51E+04	4.14E+02	2.48E-03	1.28E+01	6.69E+00
1.55E+04	4.24E+02	2.82E-03	1.14E+01	2.59E+00
1.60E+04	4.31E+02	3.15E-03	8.35E+00	1.59E+00
1.64E+04	4.38E+02	3.72E-03	6.56E+00	2.73E+00
1.68E+04	4.46E+02	4.48E-03	5.13E+00	1.89E+00
1.73E+04	4.55E+02	4.60E-03	3.03E+00	1.41E+00
1.77E+04	4.67E+02	3.54E-03	6.70E-01	4.51E-01
1.84E+04	4.82E+02	3.47E-03	-8.14E-01	-1.61E-01
1.94E+04	5.01E+02	2.92E-03	-2.34E+00	8.46E-02
2.07E+04	5.35E+02	1.78E-03	-1.85E+00	-1.63E+00
2.26E+04	5.94E+02	1.75E-03	-4.97E+00	2.69E+00
2.53E+04	6.73E+02	2.65E-03	-6.63E+00	4.21E+00
2.88E+04	7.98E+02	2.76E-03	-1.34E+01	1.88E+00
3.30E+04	9.80E+02	2.53E-03	-1.32E+01	1.54E+00
3.74E+04	1.23E+03	2.76E-03	-1.85E+01	3.01E+00
4.20E+04	1.53E+03	3.14E-03	-2.23E+01	6.34E+00
