857		288		8.152281865
1.03E+01	3.03E+02	8.15E+00	-2.73E+00	9.06E-01
3.20E+01	3.02E+02	7.67E+00	-3.94E+00	1.37E+00
9.59E+01	3.02E+02	7.61E+00	-4.19E+00	1.57E+00
1.94E+02	3.02E+02	7.58E+00	-4.25E+00	1.73E+00
3.12E+02	3.02E+02	7.55E+00	-4.20E+00	1.87E+00
4.48E+02	3.02E+02	7.52E+00	-4.09E+00	2.02E+00
6.00E+02	3.01E+02	7.48E+00	-3.87E+00	2.21E+00
7.69E+02	3.02E+02	7.39E+00	-3.32E+00	2.58E+00
9.55E+02	3.02E+02	7.23E+00	-2.53E+00	3.04E+00
1.16E+03	3.02E+02	6.98E+00	-1.15E+00	3.62E+00
1.38E+03	3.02E+02	6.23E+00	5.36E-01	3.90E+00
1.62E+03	3.04E+02	4.34E+00	2.01E+00	4.14E+00
1.87E+03	3.05E+02	3.34E+00	4.00E+00	4.31E+00
2.13E+03	3.05E+02	2.90E+00	6.11E+00	4.38E+00
2.40E+03	3.06E+02	2.37E+00	8.02E+00	4.69E+00
2.69E+03	3.06E+02	1.93E+00	9.37E+00	5.22E+00
2.98E+03	3.07E+02	1.47E+00	1.01E+01	5.62E+00
3.29E+03	3.08E+02	8.52E-01	1.04E+01	5.47E+00
3.61E+03	3.09E+02	3.79E-01	1.06E+01	4.97E+00
3.93E+03	3.10E+02	2.81E-01	1.07E+01	4.71E+00
4.27E+03	3.11E+02	3.14E-01	1.11E+01	4.72E+00
4.61E+03	3.12E+02	2.95E-01	1.16E+01	4.86E+00
4.96E+03	3.13E+02	2.31E-01	1.23E+01	4.98E+00
5.32E+03	3.13E+02	1.55E-01	1.30E+01	5.02E+00
5.69E+03	3.14E+02	9.59E-02	1.38E+01	4.94E+00
6.05E+03	3.15E+02	6.41E-02	1.45E+01	4.64E+00
6.43E+03	3.16E+02	5.45E-02	1.51E+01	4.07E+00
6.81E+03	3.17E+02	5.71E-02	1.57E+01	3.31E+00
7.19E+03	3.18E+02	7.05E-02	1.63E+01	2.59E+00
7.57E+03	3.19E+02	7.39E-02	1.67E+01	2.20E+00
7.96E+03	3.21E+02	5.68E-02	1.69E+01	2.28E+00
8.34E+03	3.23E+02	3.93E-02	1.71E+01	2.64E+00
8.73E+03	3.26E+02	2.66E-02	1.75E+01	2.83E+00
9.12E+03	3.31E+02	1.67E-02	1.80E+01	2.59E+00
9.52E+03	3.37E+02	1.10E-02	1.79E+01	2.09E+00
9.92E+03	3.44E+02	6.90E-03	1.71E+01	1.61E+00
1.03E+04	3.52E+02	3.25E-03	1.57E+01	1.39E+00
1.07E+04	3.60E+02	1.15E-03	1.45E+01	1.69E+00
1.12E+04	3.67E+02	5.29E-04	1.38E+01	2.51E+00
1.16E+04	3.74E+02	5.66E-04	1.35E+01	3.52E+00
1.20E+04	3.80E+02	8.07E-04	1.35E+01	4.30E+00
1.24E+04	3.85E+02	1.17E-03	1.36E+01	4.54E+00
1.28E+04	3.91E+02	1.51E-03	1.33E+01	4.28E+00
1.32E+04	3.98E+02	1.73E-03	1.24E+01	4.05E+00
1.36E+04	4.04E+02	1.81E-03	1.13E+01	4.51E+00
1.41E+04	4.10E+02	1.81E-03	1.11E+01	5.39E+00
1.45E+04	4.16E+02	1.80E-03	1.17E+01	5.36E+00
1.49E+04	4.24E+02	1.87E-03	1.13E+01	4.23E+00
1.53E+04	4.32E+02	2.11E-03	8.79E+00	3.33E+00
1.57E+04	4.41E+02	2.41E-03	5.89E+00	3.58E+00
1.62E+04	4.49E+02	2.59E-03	3.62E+00	4.24E+00
1.66E+04	4.57E+02	2.67E-03	2.00E+00	5.85E+00
1.70E+04	4.64E+02	2.71E-03	3.17E+00	6.53E+00
1.75E+04	4.73E+02	2.75E-03	3.54E+00	4.93E+00
1.81E+04	4.85E+02	2.76E-03	4.08E+00	8.78E-01
1.91E+04	5.07E+02	2.95E-03	-1.87E+00	-1.02E+00
2.04E+04	5.36E+02	3.27E-03	-2.78E+00	-2.56E+00
2.23E+04	5.86E+02	2.93E-03	-6.97E+00	6.69E-01
2.49E+04	6.63E+02	2.75E-03	-9.25E+00	1.90E-01
2.84E+04	7.96E+02	3.10E-03	-1.27E+01	2.13E-01
3.25E+04	9.72E+02	2.74E-03	-1.71E+01	2.86E-01
3.69E+04	1.22E+03	3.60E-03	-2.04E+01	4.38E+00
4.15E+04	1.51E+03	3.83E-03	-2.78E+01	2.97E+00
